id,brand,category,price,rating,discount,review,image_path,buy
1540,Alpha,Home,142.96,4.9,0.05,I think this Alpha home is average. Price feels fair. Would consider buying again.,images/img_1540.png,1
1541,Echo,Fashion,195.97,3.6,0.18,I think this Echo fashion is great. Price feels fair. Would consider buying again.,images/img_1541.png,1
1542,Alpha,Electronics,10.89,3.6,0.2,I think this Alpha electronics is average. Price feels fair. Would consider buying again.,images/img_1542.png,1
1543,Alpha,Sports,115.36,3.7,0.0,I think this Alpha sports is great. Price feels fair. Would consider buying again.,images/img_1543.png,1
1544,Bravo,Home,50.93,3.2,0.26,I think this Bravo home is good. Price feels fair. Would consider buying again.,images/img_1544.png,1
1545,Alpha,Beauty,169.68,4.4,0.24,I think this Alpha beauty is good. Price feels fair. Would consider buying again.,images/img_1545.png,1
1546,Echo,Home,131.25,3.7,0.47,I think this Echo home is great. Price feels fair. Would consider buying again.,images/img_1546.png,1
1547,Echo,Fashion,49.93,4.2,0.09,I think this Echo fashion is average. Price feels fair. Would consider buying again.,images/img_1547.png,1
1548,Echo,Home,219.82,2.8,0.24,I think this Echo home is terrible. Price feels fair. Would consider buying again.,images/img_1548.png,0
1549,Delta,Beauty,222.43,3.7,0.0,I think this Delta beauty is good. Price feels fair. Would consider buying again.,images/img_1549.png,1
1550,Echo,Fashion,22.47,3.8,0.04,I think this Echo fashion is great. Price feels fair. Would consider buying again.,images/img_1550.png,1
1551,Echo,Sports,132.35,4.8,0.07,I think this Echo sports is good. Price feels fair. Would consider buying again.,images/img_1551.png,1
1552,Citrus,Sports,183.77,3.7,0.21,I think this Citrus sports is good. Price feels fair. Would consider buying again.,images/img_1552.png,1
1553,Delta,Beauty,122.55,5.0,0.39,I think this Delta beauty is poor. Price feels fair. Would consider buying again.,images/img_1553.png,1
1554,Alpha,Beauty,237.5,4.4,0.35,I think this Alpha beauty is good. Price feels fair. Would consider buying again.,images/img_1554.png,1
1555,Bravo,Electronics,214.54,3.2,0.03,I think this Bravo electronics is great. Price feels fair. Would consider buying again.,images/img_1555.png,1
1556,Delta,Home,226.36,5.0,0.31,I think this Delta home is poor. Price feels fair. Would consider buying again.,images/img_1556.png,1
1557,Echo,Electronics,141.1,1.9,0.18,I think this Echo electronics is great. Price feels fair. Would consider buying again.,images/img_1557.png,1
1558,Alpha,Electronics,205.88,2.5,0.1,I think this Alpha electronics is poor. Price feels fair. Would consider buying again.,images/img_1558.png,0
1559,Delta,Sports,198.16,3.2,0.07,I think this Delta sports is good. Price feels fair. Would consider buying again.,images/img_1559.png,1
1560,Alpha,Home,140.62,2.8,0.37,I think this Alpha home is great. Price feels fair. Would consider buying again.,images/img_1560.png,1
1561,Alpha,Sports,217.64,3.6,0.3,I think this Alpha sports is great. Price feels fair. Would consider buying again.,images/img_1561.png,1
1562,Delta,Fashion,129.41,3.6,0.56,I think this Delta fashion is average. Price feels fair. Would consider buying again.,images/img_1562.png,1
1563,Echo,Home,158.62,4.1,0.33,I think this Echo home is average. Price feels fair. Would consider buying again.,images/img_1563.png,1
1564,Echo,Electronics,165.89,4.5,0.46,I think this Echo electronics is terrible. Price feels fair. Would consider buying again.,images/img_1564.png,0
1565,Bravo,Fashion,282.79,4.7,0.0,I think this Bravo fashion is good. Price feels fair. Would consider buying again.,images/img_1565.png,1
1566,Bravo,Sports,45.4,5.0,0.25,I think this Bravo sports is great. Price feels fair. Would consider buying again.,images/img_1566.png,1
1567,Alpha,Sports,209.64,5.0,0.15,I think this Alpha sports is good. Price feels fair. Would consider buying again.,images/img_1567.png,1
1568,Bravo,Sports,220.7,4.4,0.08,I think this Bravo sports is great. Price feels fair. Would consider buying again.,images/img_1568.png,1
1569,Alpha,Home,250.33,3.0,0.2,I think this Alpha home is great. Price feels fair. Would consider buying again.,images/img_1569.png,1
1570,Alpha,Beauty,196.27,4.7,0.12,I think this Alpha beauty is great. Price feels fair. Would consider buying again.,images/img_1570.png,1
1571,Citrus,Fashion,131.12,2.6,0.13,I think this Citrus fashion is good. Price feels fair. Would consider buying again.,images/img_1571.png,0
1572,Delta,Fashion,127.72,2.1,0.42,I think this Delta fashion is average. Price feels fair. Would consider buying again.,images/img_1572.png,0
1573,Echo,Electronics,65.18,2.7,0.0,I think this Echo electronics is average. Price feels fair. Would consider buying again.,images/img_1573.png,1
1574,Alpha,Electronics,234.18,3.2,0.38,I think this Alpha electronics is good. Price feels fair. Would consider buying again.,images/img_1574.png,1
1575,Echo,Sports,166.64,2.8,0.44,I think this Echo sports is good. Price feels fair. Would consider buying again.,images/img_1575.png,1
1576,Citrus,Beauty,129.64,3.6,0.24,I think this Citrus beauty is average. Price feels fair. Would consider buying again.,images/img_1576.png,0
1577,Bravo,Fashion,39.35,3.5,0.28,I think this Bravo fashion is terrible. Price feels fair. Would consider buying again.,images/img_1577.png,0
1578,Echo,Electronics,148.72,5.0,0.24,I think this Echo electronics is great. Price feels fair. Would consider buying again.,images/img_1578.png,1
1579,Delta,Sports,137.04,5.0,0.2,I think this Delta sports is great. Price feels fair. Would consider buying again.,images/img_1579.png,1
1580,Alpha,Sports,124.74,2.3,0.0,I think this Alpha sports is great. Price feels fair. Would consider buying again.,images/img_1580.png,1
1581,Alpha,Sports,87.04,3.5,0.39,I think this Alpha sports is terrible. Price feels fair. Would consider buying again.,images/img_1581.png,0
1582,Echo,Sports,203.06,3.5,0.45,I think this Echo sports is great. Price feels fair. Would consider buying again.,images/img_1582.png,1
1583,Delta,Fashion,79.99,3.2,0.25,I think this Delta fashion is average. Price feels fair. Would consider buying again.,images/img_1583.png,1
1584,Bravo,Home,40.34,4.4,0.19,I think this Bravo home is terrible. Price feels fair. Would consider buying again.,images/img_1584.png,1
1585,Delta,Fashion,281.72,4.7,0.13,I think this Delta fashion is poor. Price feels fair. Would consider buying again.,images/img_1585.png,0
1586,Alpha,Fashion,36.56,4.3,0.13,I think this Alpha fashion is great. Price feels fair. Would consider buying again.,images/img_1586.png,1
1587,Alpha,Fashion,106.79,3.4,0.15,I think this Alpha fashion is average. Price feels fair. Would consider buying again.,images/img_1587.png,0
1588,Bravo,Beauty,298.48,5.0,0.33,I think this Bravo beauty is poor. Price feels fair. Would consider buying again.,images/img_1588.png,1
1589,Delta,Home,119.61,4.3,0.05,I think this Delta home is good. Price feels fair. Would consider buying again.,images/img_1589.png,1
1590,Alpha,Home,201.42,3.0,0.13,I think this Alpha home is great. Price feels fair. Would consider buying again.,images/img_1590.png,1
1591,Alpha,Fashion,25.57,4.1,0.35,I think this Alpha fashion is average. Price feels fair. Would consider buying again.,images/img_1591.png,1
1592,Citrus,Electronics,298.92,4.8,0.08,I think this Citrus electronics is average. Price feels fair. Would consider buying again.,images/img_1592.png,1
1593,Bravo,Fashion,46.4,5.0,0.08,I think this Bravo fashion is good. Price feels fair. Would consider buying again.,images/img_1593.png,1
1594,Bravo,Sports,208.62,4.6,0.22,I think this Bravo sports is great. Price feels fair. Would consider buying again.,images/img_1594.png,1
1595,Bravo,Fashion,193.74,2.8,0.21,I think this Bravo fashion is average. Price feels fair. Would consider buying again.,images/img_1595.png,0
1596,Bravo,Beauty,14.33,4.8,0.11,I think this Bravo beauty is poor. Price feels fair. Would consider buying again.,images/img_1596.png,1
1597,Bravo,Beauty,208.6,3.7,0.0,I think this Bravo beauty is great. Price feels fair. Would consider buying again.,images/img_1597.png,1
1598,Bravo,Sports,252.3,5.0,0.01,I think this Bravo sports is good. Price feels fair. Would consider buying again.,images/img_1598.png,1
1599,Alpha,Electronics,75.24,3.1,0.03,I think this Alpha electronics is terrible. Price feels fair. Would consider buying again.,images/img_1599.png,0
1600,Delta,Sports,190.95,3.1,0.05,I think this Delta sports is great. Price feels fair. Would consider buying again.,images/img_1600.png,1
1601,Echo,Electronics,217.88,3.4,0.24,I think this Echo electronics is poor. Price feels fair. Would consider buying again.,images/img_1601.png,0
1602,Citrus,Sports,126.35,4.3,0.1,I think this Citrus sports is good. Price feels fair. Would consider buying again.,images/img_1602.png,1
1603,Echo,Home,138.97,2.8,0.29,I think this Echo home is good. Price feels fair. Would consider buying again.,images/img_1603.png,1
1604,Echo,Home,96.14,3.4,0.33,I think this Echo home is good. Price feels fair. Would consider buying again.,images/img_1604.png,1
1605,Echo,Beauty,153.38,4.4,0.27,I think this Echo beauty is great. Price feels fair. Would consider buying again.,images/img_1605.png,1
1606,Delta,Fashion,225.09,4.6,0.28,I think this Delta fashion is terrible. Price feels fair. Would consider buying again.,images/img_1606.png,0
1607,Alpha,Sports,195.24,3.6,0.16,I think this Alpha sports is good. Price feels fair. Would consider buying again.,images/img_1607.png,1
1608,Bravo,Fashion,234.39,4.8,0.11,I think this Bravo fashion is terrible. Price feels fair. Would consider buying again.,images/img_1608.png,0
1609,Echo,Fashion,293.12,3.6,0.47,I think this Echo fashion is good. Price feels fair. Would consider buying again.,images/img_1609.png,1
1610,Alpha,Electronics,87.7,5.0,0.16,I think this Alpha electronics is average. Price feels fair. Would consider buying again.,images/img_1610.png,1
1611,Delta,Sports,59.94,4.0,0.21,I think this Delta sports is great. Price feels fair. Would consider buying again.,images/img_1611.png,1
1612,Citrus,Sports,112.93,4.5,0.04,I think this Citrus sports is poor. Price feels fair. Would consider buying again.,images/img_1612.png,0
1613,Bravo,Sports,192.21,4.0,0.15,I think this Bravo sports is great. Price feels fair. Would consider buying again.,images/img_1613.png,1
1614,Citrus,Fashion,69.7,3.5,0.15,I think this Citrus fashion is terrible. Price feels fair. Would consider buying again.,images/img_1614.png,0
1615,Citrus,Home,207.9,3.5,0.3,I think this Citrus home is great. Price feels fair. Would consider buying again.,images/img_1615.png,1
1616,Delta,Beauty,163.53,5.0,0.11,I think this Delta beauty is good. Price feels fair. Would consider buying again.,images/img_1616.png,1
1617,Citrus,Home,207.09,4.4,0.22,I think this Citrus home is poor. Price feels fair. Would consider buying again.,images/img_1617.png,0
1618,Citrus,Fashion,75.61,3.4,0.0,I think this Citrus fashion is great. Price feels fair. Would consider buying again.,images/img_1618.png,1
1619,Bravo,Sports,292.06,4.9,0.21,I think this Bravo sports is average. Price feels fair. Would consider buying again.,images/img_1619.png,1
1620,Alpha,Home,225.99,3.7,0.13,I think this Alpha home is poor. Price feels fair. Would consider buying again.,images/img_1620.png,0
1621,Echo,Fashion,121.77,2.7,0.27,I think this Echo fashion is poor. Price feels fair. Would consider buying again.,images/img_1621.png,0
1622,Bravo,Beauty,190.73,3.2,0.26,I think this Bravo beauty is poor. Price feels fair. Would consider buying again.,images/img_1622.png,0
1623,Bravo,Fashion,201.38,2.4,0.1,I think this Bravo fashion is poor. Price feels fair. Would consider buying again.,images/img_1623.png,0
1624,Bravo,Fashion,248.77,5.0,0.26,I think this Bravo fashion is good. Price feels fair. Would consider buying again.,images/img_1624.png,1
1625,Echo,Sports,43.2,2.7,0.34,I think this Echo sports is average. Price feels fair. Would consider buying again.,images/img_1625.png,1
1626,Delta,Home,85.07,5.0,0.32,I think this Delta home is great. Price feels fair. Would consider buying again.,images/img_1626.png,1
1627,Echo,Electronics,117.35,3.6,0.23,I think this Echo electronics is good. Price feels fair. Would consider buying again.,images/img_1627.png,1
1628,Bravo,Electronics,209.38,5.0,0.16,I think this Bravo electronics is great. Price feels fair. Would consider buying again.,images/img_1628.png,1
1629,Citrus,Fashion,196.01,4.5,0.18,I think this Citrus fashion is poor. Price feels fair. Would consider buying again.,images/img_1629.png,0
1630,Alpha,Fashion,97.58,3.4,0.39,I think this Alpha fashion is average. Price feels fair. Would consider buying again.,images/img_1630.png,1
1631,Citrus,Home,247.9,3.4,0.28,I think this Citrus home is good. Price feels fair. Would consider buying again.,images/img_1631.png,1
1632,Echo,Home,45.6,4.7,0.47,I think this Echo home is good. Price feels fair. Would consider buying again.,images/img_1632.png,1
1633,Delta,Electronics,130.98,1.7,0.15,I think this Delta electronics is good. Price feels fair. Would consider buying again.,images/img_1633.png,0
1634,Echo,Beauty,242.65,5.0,0.38,I think this Echo beauty is average. Price feels fair. Would consider buying again.,images/img_1634.png,1
1635,Echo,Beauty,95.55,2.6,0.34,I think this Echo beauty is terrible. Price feels fair. Would consider buying again.,images/img_1635.png,0
1636,Citrus,Home,47.89,3.3,0.03,I think this Citrus home is good. Price feels fair. Would consider buying again.,images/img_1636.png,1
1637,Echo,Fashion,78.89,4.0,0.31,I think this Echo fashion is poor. Price feels fair. Would consider buying again.,images/img_1637.png,1
1638,Delta,Electronics,48.2,3.3,0.25,I think this Delta electronics is good. Price feels fair. Would consider buying again.,images/img_1638.png,1
1639,Citrus,Fashion,100.84,2.8,0.35,I think this Citrus fashion is average. Price feels fair. Would consider buying again.,images/img_1639.png,0
1640,Bravo,Beauty,207.24,3.8,0.06,I think this Bravo beauty is average. Price feels fair. Would consider buying again.,images/img_1640.png,0
1641,Citrus,Fashion,45.84,3.8,0.15,I think this Citrus fashion is average. Price feels fair. Would consider buying again.,images/img_1641.png,1
1642,Echo,Fashion,293.49,3.2,0.41,I think this Echo fashion is poor. Price feels fair. Would consider buying again.,images/img_1642.png,0
1643,Alpha,Electronics,99.88,5.0,0.06,I think this Alpha electronics is great. Price feels fair. Would consider buying again.,images/img_1643.png,1
1644,Bravo,Home,56.3,3.2,0.02,I think this Bravo home is good. Price feels fair. Would consider buying again.,images/img_1644.png,1
1645,Citrus,Home,113.27,4.2,0.05,I think this Citrus home is average. Price feels fair. Would consider buying again.,images/img_1645.png,1
1646,Delta,Home,99.85,2.0,0.25,I think this Delta home is poor. Price feels fair. Would consider buying again.,images/img_1646.png,0
1647,Citrus,Sports,167.93,5.0,0.3,I think this Citrus sports is good. Price feels fair. Would consider buying again.,images/img_1647.png,1
1648,Delta,Fashion,10.54,5.0,0.01,I think this Delta fashion is great. Price feels fair. Would consider buying again.,images/img_1648.png,1
1649,Alpha,Beauty,105.56,2.9,0.3,I think this Alpha beauty is average. Price feels fair. Would consider buying again.,images/img_1649.png,0
1650,Citrus,Electronics,122.32,4.6,0.29,I think this Citrus electronics is great. Price feels fair. Would consider buying again.,images/img_1650.png,1
1651,Delta,Electronics,189.59,5.0,0.16,I think this Delta electronics is great. Price feels fair. Would consider buying again.,images/img_1651.png,1
1652,Delta,Sports,46.71,2.9,0.1,I think this Delta sports is great. Price feels fair. Would consider buying again.,images/img_1652.png,1
1653,Delta,Sports,228.94,5.0,0.0,I think this Delta sports is poor. Price feels fair. Would consider buying again.,images/img_1653.png,1
1654,Alpha,Electronics,245.49,2.9,0.2,I think this Alpha electronics is great. Price feels fair. Would consider buying again.,images/img_1654.png,1
1655,Bravo,Electronics,224.24,1.3,0.25,I think this Bravo electronics is average. Price feels fair. Would consider buying again.,images/img_1655.png,0
1656,Delta,Home,61.0,4.8,0.29,I think this Delta home is great. Price feels fair. Would consider buying again.,images/img_1656.png,1
1657,Citrus,Fashion,136.97,4.5,0.2,I think this Citrus fashion is average. Price feels fair. Would consider buying again.,images/img_1657.png,1
1658,Bravo,Sports,36.06,5.0,0.21,I think this Bravo sports is poor. Price feels fair. Would consider buying again.,images/img_1658.png,1
1659,Alpha,Electronics,195.88,3.3,0.32,I think this Alpha electronics is average. Price feels fair. Would consider buying again.,images/img_1659.png,0
1660,Citrus,Fashion,45.16,5.0,0.27,I think this Citrus fashion is good. Price feels fair. Would consider buying again.,images/img_1660.png,1
1661,Echo,Home,130.35,1.0,0.38,I think this Echo home is good. Price feels fair. Would consider buying again.,images/img_1661.png,0
1662,Bravo,Sports,258.47,3.3,0.17,I think this Bravo sports is great. Price feels fair. Would consider buying again.,images/img_1662.png,1
1663,Echo,Fashion,152.55,4.4,0.09,I think this Echo fashion is average. Price feels fair. Would consider buying again.,images/img_1663.png,1
1664,Echo,Fashion,215.39,4.6,0.04,I think this Echo fashion is good. Price feels fair. Would consider buying again.,images/img_1664.png,1
1665,Echo,Home,259.63,5.0,0.16,I think this Echo home is terrible. Price feels fair. Would consider buying again.,images/img_1665.png,0
1666,Delta,Sports,45.75,2.0,0.4,I think this Delta sports is great. Price feels fair. Would consider buying again.,images/img_1666.png,1
1667,Alpha,Fashion,150.05,5.0,0.17,I think this Alpha fashion is good. Price feels fair. Would consider buying again.,images/img_1667.png,1
1668,Delta,Home,45.23,4.6,0.26,I think this Delta home is great. Price feels fair. Would consider buying again.,images/img_1668.png,1
1669,Alpha,Electronics,249.71,2.6,0.23,I think this Alpha electronics is good. Price feels fair. Would consider buying again.,images/img_1669.png,0
1670,Bravo,Home,267.72,5.0,0.0,I think this Bravo home is great. Price feels fair. Would consider buying again.,images/img_1670.png,1
1671,Echo,Electronics,47.46,3.7,0.0,I think this Echo electronics is average. Price feels fair. Would consider buying again.,images/img_1671.png,1
1672,Delta,Fashion,197.73,3.3,0.19,I think this Delta fashion is great. Price feels fair. Would consider buying again.,images/img_1672.png,1
1673,Delta,Home,124.1,4.5,0.43,I think this Delta home is average. Price feels fair. Would consider buying again.,images/img_1673.png,1
1674,Alpha,Sports,89.43,2.8,0.2,I think this Alpha sports is good. Price feels fair. Would consider buying again.,images/img_1674.png,0
1675,Delta,Sports,58.5,4.9,0.26,I think this Delta sports is good. Price feels fair. Would consider buying again.,images/img_1675.png,1
1676,Bravo,Beauty,203.54,2.9,0.35,I think this Bravo beauty is average. Price feels fair. Would consider buying again.,images/img_1676.png,0
1677,Delta,Fashion,184.74,4.9,0.3,I think this Delta fashion is great. Price feels fair. Would consider buying again.,images/img_1677.png,1
1678,Alpha,Fashion,112.77,4.8,0.11,I think this Alpha fashion is average. Price feels fair. Would consider buying again.,images/img_1678.png,1
1679,Echo,Sports,279.15,5.0,0.55,I think this Echo sports is poor. Price feels fair. Would consider buying again.,images/img_1679.png,1
1680,Citrus,Home,255.73,3.3,0.18,I think this Citrus home is average. Price feels fair. Would consider buying again.,images/img_1680.png,0
1681,Echo,Home,139.06,2.9,0.18,I think this Echo home is good. Price feels fair. Would consider buying again.,images/img_1681.png,1
1682,Alpha,Beauty,101.27,4.5,0.1,I think this Alpha beauty is great. Price feels fair. Would consider buying again.,images/img_1682.png,1
1683,Alpha,Fashion,82.56,3.6,0.09,I think this Alpha fashion is average. Price feels fair. Would consider buying again.,images/img_1683.png,0
1684,Citrus,Sports,9.46,4.0,0.0,I think this Citrus sports is good. Price feels fair. Would consider buying again.,images/img_1684.png,1
1685,Citrus,Electronics,139.53,4.0,0.18,I think this Citrus electronics is great. Price feels fair. Would consider buying again.,images/img_1685.png,1
1686,Echo,Electronics,225.72,4.1,0.1,I think this Echo electronics is great. Price feels fair. Would consider buying again.,images/img_1686.png,1
1687,Alpha,Home,208.84,5.0,0.23,I think this Alpha home is great. Price feels fair. Would consider buying again.,images/img_1687.png,1
1688,Delta,Electronics,89.75,4.3,0.32,I think this Delta electronics is great. Price feels fair. Would consider buying again.,images/img_1688.png,1
1689,Bravo,Electronics,283.05,4.4,0.06,I think this Bravo electronics is good. Price feels fair. Would consider buying again.,images/img_1689.png,1
1690,Citrus,Fashion,68.1,4.9,0.37,I think this Citrus fashion is good. Price feels fair. Would consider buying again.,images/img_1690.png,1
1691,Delta,Home,242.03,4.9,0.0,I think this Delta home is good. Price feels fair. Would consider buying again.,images/img_1691.png,1
1692,Alpha,Home,36.72,4.9,0.38,I think this Alpha home is great. Price feels fair. Would consider buying again.,images/img_1692.png,1
1693,Bravo,Electronics,198.56,4.1,0.19,I think this Bravo electronics is great. Price feels fair. Would consider buying again.,images/img_1693.png,1
1694,Delta,Electronics,19.32,4.4,0.12,I think this Delta electronics is good. Price feels fair. Would consider buying again.,images/img_1694.png,1
1695,Bravo,Beauty,61.55,3.7,0.24,I think this Bravo beauty is poor. Price feels fair. Would consider buying again.,images/img_1695.png,1
1696,Citrus,Fashion,260.57,3.0,0.01,I think this Citrus fashion is poor. Price feels fair. Would consider buying again.,images/img_1696.png,0
1697,Alpha,Beauty,58.34,3.3,0.0,I think this Alpha beauty is good. Price feels fair. Would consider buying again.,images/img_1697.png,1
1698,Delta,Beauty,277.83,5.0,0.36,I think this Delta beauty is average. Price feels fair. Would consider buying again.,images/img_1698.png,1
1699,Alpha,Beauty,181.89,3.8,0.27,I think this Alpha beauty is good. Price feels fair. Would consider buying again.,images/img_1699.png,1
1700,Alpha,Sports,140.11,3.7,0.03,I think this Alpha sports is average. Price feels fair. Would consider buying again.,images/img_1700.png,0
1701,Bravo,Fashion,141.62,3.8,0.38,I think this Bravo fashion is good. Price feels fair. Would consider buying again.,images/img_1701.png,1
1702,Citrus,Home,200.79,4.0,0.05,I think this Citrus home is great. Price feels fair. Would consider buying again.,images/img_1702.png,1
1703,Alpha,Sports,235.59,5.0,0.41,I think this Alpha sports is good. Price feels fair. Would consider buying again.,images/img_1703.png,1
1704,Citrus,Fashion,122.1,5.0,0.0,I think this Citrus fashion is average. Price feels fair. Would consider buying again.,images/img_1704.png,1
1705,Bravo,Home,48.51,3.9,0.35,I think this Bravo home is poor. Price feels fair. Would consider buying again.,images/img_1705.png,1
1706,Bravo,Electronics,245.92,2.3,0.35,I think this Bravo electronics is great. Price feels fair. Would consider buying again.,images/img_1706.png,1
1707,Delta,Home,117.36,3.2,0.17,I think this Delta home is great. Price feels fair. Would consider buying again.,images/img_1707.png,1
1708,Citrus,Sports,112.67,4.0,0.22,I think this Citrus sports is great. Price feels fair. Would consider buying again.,images/img_1708.png,1
1709,Bravo,Electronics,232.89,3.6,0.26,I think this Bravo electronics is terrible. Price feels fair. Would consider buying again.,images/img_1709.png,0
1710,Echo,Fashion,207.31,3.3,0.34,I think this Echo fashion is average. Price feels fair. Would consider buying again.,images/img_1710.png,0
1711,Bravo,Home,269.97,2.3,0.14,I think this Bravo home is poor. Price feels fair. Would consider buying again.,images/img_1711.png,0
1712,Bravo,Beauty,59.67,3.4,0.07,I think this Bravo beauty is good. Price feels fair. Would consider buying again.,images/img_1712.png,1
1713,Echo,Home,205.51,3.5,0.05,I think this Echo home is terrible. Price feels fair. Would consider buying again.,images/img_1713.png,0
1714,Alpha,Electronics,55.0,3.3,0.15,I think this Alpha electronics is good. Price feels fair. Would consider buying again.,images/img_1714.png,1
1715,Bravo,Sports,145.39,4.3,0.27,I think this Bravo sports is poor. Price feels fair. Would consider buying again.,images/img_1715.png,0
1716,Bravo,Fashion,98.81,4.4,0.1,I think this Bravo fashion is great. Price feels fair. Would consider buying again.,images/img_1716.png,1
1717,Echo,Home,223.69,5.0,0.57,I think this Echo home is poor. Price feels fair. Would consider buying again.,images/img_1717.png,1
1718,Delta,Beauty,125.79,4.0,0.18,I think this Delta beauty is great. Price feels fair. Would consider buying again.,images/img_1718.png,1
1719,Delta,Home,53.86,1.8,0.02,I think this Delta home is average. Price feels fair. Would consider buying again.,images/img_1719.png,0
1720,Citrus,Electronics,150.53,3.6,0.05,I think this Citrus electronics is good. Price feels fair. Would consider buying again.,images/img_1720.png,1
1721,Delta,Sports,297.02,3.8,0.14,I think this Delta sports is great. Price feels fair. Would consider buying again.,images/img_1721.png,1
1722,Delta,Beauty,229.12,5.0,0.23,I think this Delta beauty is average. Price feels fair. Would consider buying again.,images/img_1722.png,1
1723,Echo,Home,61.2,5.0,0.2,I think this Echo home is good. Price feels fair. Would consider buying again.,images/img_1723.png,1
1724,Delta,Home,240.93,2.7,0.08,I think this Delta home is poor. Price feels fair. Would consider buying again.,images/img_1724.png,0
1725,Echo,Sports,204.52,2.4,0.1,I think this Echo sports is great. Price feels fair. Would consider buying again.,images/img_1725.png,1
1726,Echo,Beauty,283.64,5.0,0.2,I think this Echo beauty is good. Price feels fair. Would consider buying again.,images/img_1726.png,1
1727,Citrus,Sports,132.25,3.1,0.06,I think this Citrus sports is good. Price feels fair. Would consider buying again.,images/img_1727.png,1
1728,Alpha,Sports,97.74,4.1,0.31,I think this Alpha sports is good. Price feels fair. Would consider buying again.,images/img_1728.png,1
1729,Bravo,Electronics,66.12,2.6,0.13,I think this Bravo electronics is average. Price feels fair. Would consider buying again.,images/img_1729.png,1
1730,Citrus,Sports,136.82,5.0,0.19,I think this Citrus sports is great. Price feels fair. Would consider buying again.,images/img_1730.png,1
1731,Alpha,Sports,264.32,2.0,0.0,I think this Alpha sports is poor. Price feels fair. Would consider buying again.,images/img_1731.png,0
1732,Bravo,Sports,279.02,4.5,0.05,I think this Bravo sports is average. Price feels fair. Would consider buying again.,images/img_1732.png,1
1733,Echo,Beauty,283.68,4.0,0.03,I think this Echo beauty is average. Price feels fair. Would consider buying again.,images/img_1733.png,1
1734,Citrus,Fashion,58.41,5.0,0.2,I think this Citrus fashion is average. Price feels fair. Would consider buying again.,images/img_1734.png,1
1735,Alpha,Electronics,50.71,4.4,0.02,I think this Alpha electronics is good. Price feels fair. Would consider buying again.,images/img_1735.png,1
1736,Alpha,Electronics,129.81,2.7,0.36,I think this Alpha electronics is poor. Price feels fair. Would consider buying again.,images/img_1736.png,0
1737,Bravo,Beauty,133.13,2.8,0.33,I think this Bravo beauty is poor. Price feels fair. Would consider buying again.,images/img_1737.png,0
1738,Bravo,Electronics,10.72,3.4,0.17,I think this Bravo electronics is good. Price feels fair. Would consider buying again.,images/img_1738.png,1
1739,Alpha,Electronics,175.29,2.9,0.09,I think this Alpha electronics is average. Price feels fair. Would consider buying again.,images/img_1739.png,0
1740,Delta,Fashion,271.73,4.4,0.33,I think this Delta fashion is good. Price feels fair. Would consider buying again.,images/img_1740.png,1
1741,Echo,Home,242.73,5.0,0.01,I think this Echo home is great. Price feels fair. Would consider buying again.,images/img_1741.png,1
1742,Bravo,Sports,254.5,4.4,0.16,I think this Bravo sports is average. Price feels fair. Would consider buying again.,images/img_1742.png,1
1743,Alpha,Beauty,227.56,3.5,0.0,I think this Alpha beauty is average. Price feels fair. Would consider buying again.,images/img_1743.png,0
1744,Alpha,Fashion,189.78,2.9,0.3,I think this Alpha fashion is poor. Price feels fair. Would consider buying again.,images/img_1744.png,0
1745,Alpha,Home,60.07,3.1,0.33,I think this Alpha home is average. Price feels fair. Would consider buying again.,images/img_1745.png,1
1746,Delta,Home,90.69,1.2,0.05,I think this Delta home is poor. Price feels fair. Would consider buying again.,images/img_1746.png,0
1747,Alpha,Sports,180.32,2.5,0.47,I think this Alpha sports is great. Price feels fair. Would consider buying again.,images/img_1747.png,1
1748,Alpha,Electronics,221.88,4.1,0.15,I think this Alpha electronics is poor. Price feels fair. Would consider buying again.,images/img_1748.png,0
1749,Alpha,Beauty,44.84,4.2,0.07,I think this Alpha beauty is terrible. Price feels fair. Would consider buying again.,images/img_1749.png,0
1750,Alpha,Electronics,234.42,3.6,0.36,I think this Alpha electronics is average. Price feels fair. Would consider buying again.,images/img_1750.png,1
1751,Echo,Fashion,103.99,4.0,0.0,I think this Echo fashion is great. Price feels fair. Would consider buying again.,images/img_1751.png,1
1752,Echo,Beauty,242.74,3.2,0.08,I think this Echo beauty is average. Price feels fair. Would consider buying again.,images/img_1752.png,0
1753,Bravo,Sports,238.67,3.7,0.05,I think this Bravo sports is average. Price feels fair. Would consider buying again.,images/img_1753.png,0
1754,Delta,Electronics,254.47,3.4,0.2,I think this Delta electronics is poor. Price feels fair. Would consider buying again.,images/img_1754.png,0
1755,Echo,Home,45.65,3.3,0.37,I think this Echo home is average. Price feels fair. Would consider buying again.,images/img_1755.png,1
1756,Delta,Electronics,101.66,3.8,0.02,I think this Delta electronics is great. Price feels fair. Would consider buying again.,images/img_1756.png,1
1757,Bravo,Sports,152.79,3.6,0.23,I think this Bravo sports is good. Price feels fair. Would consider buying again.,images/img_1757.png,1
1758,Citrus,Beauty,288.74,5.0,0.23,I think this Citrus beauty is good. Price feels fair. Would consider buying again.,images/img_1758.png,1
1759,Echo,Fashion,126.03,4.0,0.03,I think this Echo fashion is terrible. Price feels fair. Would consider buying again.,images/img_1759.png,0
1760,Citrus,Sports,230.65,1.9,0.19,I think this Citrus sports is terrible. Price feels fair. Would consider buying again.,images/img_1760.png,0
